gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
AKR1A1,FALSE,1,1,Wald ratio,1.071,0.662,1.734,0.78,0.892,1,Wald ratio,1.071,0.662,1.734,0.78,0.892,TRUE,ns in both,TRUE
ALS2,FALSE,2,1,Wald ratio,1.009,0.945,1.078,0.78,0.892,1,Wald ratio,1.009,0.945,1.078,0.78,0.892,TRUE,ns in both,TRUE
CCDC86,FALSE,11,1,Wald ratio,0.96,0.72,1.279,0.78,0.892,1,Wald ratio,0.96,0.72,1.279,0.78,0.892,TRUE,ns in both,TRUE
CHST14,FALSE,15,1,Wald ratio,1.083,0.62,1.892,0.78,0.892,1,Wald ratio,1.083,0.62,1.892,0.78,0.892,TRUE,ns in both,TRUE
HSD17B11,FALSE,4,1,Wald ratio,1.014,0.919,1.12,0.78,0.892,1,Wald ratio,1.014,0.919,1.12,0.78,0.892,TRUE,ns in both,TRUE
PGM2,FALSE,4,1,Wald ratio,1.024,0.865,1.212,0.78,0.892,1,Wald ratio,1.024,0.865,1.212,0.78,0.892,TRUE,ns in both,TRUE
PPARA,FALSE,22,1,Wald ratio,0.913,0.48,1.734,0.78,0.892,1,Wald ratio,0.913,0.48,1.734,0.78,0.892,TRUE,ns in both,TRUE
SENP6,FALSE,6,1,Wald ratio,1.018,0.899,1.153,0.78,0.892,1,Wald ratio,1.018,0.899,1.153,0.78,0.892,TRUE,ns in both,TRUE
SLC35A5,FALSE,3,1,Wald ratio,1.011,0.937,1.09,0.78,0.892,1,Wald ratio,1.011,0.937,1.09,0.78,0.892,TRUE,ns in both,TRUE
UNC119B,FALSE,12,2,Inverse variance weighted,0.983,0.87,1.111,0.78,0.892,2,Inverse variance weighted,0.983,0.87,1.111,0.78,0.892,TRUE,ns in both,TRUE
PARP8,FALSE,5,2,Inverse variance weighted,0.983,0.873,1.107,0.783,0.892,2,Inverse variance weighted,0.983,0.873,1.107,0.783,0.892,TRUE,ns in both,TRUE
DNAJB1,FALSE,19,4,Inverse variance weighted,1.031,0.827,1.287,0.784,0.892,4,Inverse variance weighted,1.031,0.827,1.287,0.784,0.892,TRUE,ns in both,TRUE
IL18BP,FALSE,11,2,Inverse variance weighted,0.966,0.755,1.236,0.784,0.892,2,Inverse variance weighted,0.966,0.755,1.236,0.784,0.892,TRUE,ns in both,TRUE
PAFAH1B1,FALSE,17,4,Inverse variance weighted,1.024,0.865,1.212,0.784,0.892,4,Inverse variance weighted,1.024,0.865,1.212,0.784,0.892,TRUE,ns in both,TRUE
PCYOX1L,FALSE,5,4,Inverse variance weighted,0.993,0.941,1.047,0.784,0.892,4,Inverse variance weighted,0.993,0.941,1.047,0.784,0.892,TRUE,ns in both,TRUE
IFT27,FALSE,22,2,Inverse variance weighted,1.012,0.927,1.105,0.787,0.892,2,Inverse variance weighted,1.012,0.927,1.105,0.787,0.892,TRUE,ns in both,TRUE
RHOF,FALSE,12,2,Inverse variance weighted,1.037,0.795,1.351,0.789,0.892,2,Inverse variance weighted,1.037,0.795,1.351,0.789,0.892,TRUE,ns in both,TRUE
AUP1,FALSE,2,1,Wald ratio,1.04,0.779,1.388,0.79,0.892,1,Wald ratio,1.04,0.779,1.388,0.79,0.892,TRUE,ns in both,TRUE
CLPX,FALSE,15,1,Wald ratio,1.106,0.527,2.321,0.79,0.892,1,Wald ratio,1.106,0.527,2.321,0.79,0.892,TRUE,ns in both,TRUE
FBXO31,FALSE,16,1,Wald ratio,1.127,0.467,2.72,0.79,0.892,1,Wald ratio,1.127,0.467,2.72,0.79,0.892,TRUE,ns in both,TRUE
MAP4,FALSE,3,1,Wald ratio,0.964,0.734,1.265,0.79,0.892,1,Wald ratio,0.964,0.734,1.265,0.79,0.892,TRUE,ns in both,TRUE
MOGS,FALSE,2,1,Wald ratio,1.048,0.74,1.485,0.79,0.892,1,Wald ratio,1.048,0.74,1.485,0.79,0.892,TRUE,ns in both,TRUE
PFAS,FALSE,17,1,Wald ratio,1.047,0.749,1.463,0.79,0.892,1,Wald ratio,1.047,0.749,1.463,0.79,0.892,TRUE,ns in both,TRUE
PPDPF,FALSE,20,3,Inverse variance weighted,0.978,0.829,1.153,0.79,0.892,3,Inverse variance weighted,0.978,0.829,1.153,0.79,0.892,TRUE,ns in both,TRUE
SHC1,FALSE,1,1,Wald ratio,0.982,0.862,1.12,0.79,0.892,1,Wald ratio,0.982,0.862,1.12,0.79,0.892,TRUE,ns in both,TRUE
TAB2,FALSE,6,1,Wald ratio,1.041,0.773,1.403,0.79,0.892,1,Wald ratio,1.041,0.773,1.403,0.79,0.892,TRUE,ns in both,TRUE
TMEM129,FALSE,4,1,Wald ratio,1.049,0.739,1.488,0.79,0.892,1,Wald ratio,1.049,0.739,1.488,0.79,0.892,TRUE,ns in both,TRUE
TPCN1,FALSE,12,1,Wald ratio,0.961,0.717,1.289,0.79,0.892,1,Wald ratio,0.961,0.717,1.289,0.79,0.892,TRUE,ns in both,TRUE
TTC31,FALSE,2,1,Wald ratio,1.041,0.773,1.402,0.79,0.892,1,Wald ratio,1.041,0.773,1.402,0.79,0.892,TRUE,ns in both,TRUE
ZC3H4,FALSE,19,1,Wald ratio,0.942,0.607,1.462,0.79,0.892,1,Wald ratio,0.942,0.607,1.462,0.79,0.892,TRUE,ns in both,TRUE
SAE1,FALSE,19,2,Inverse variance weighted,0.917,0.481,1.75,0.793,0.892,2,Inverse variance weighted,0.917,0.481,1.75,0.793,0.892,TRUE,ns in both,TRUE
ZNRF2,FALSE,7,2,Inverse variance weighted,0.951,0.654,1.383,0.793,0.892,2,Inverse variance weighted,0.951,0.654,1.383,0.793,0.892,TRUE,ns in both,TRUE
ABCA1,FALSE,9,4,Inverse variance weighted,1.024,0.854,1.229,0.796,0.892,4,Inverse variance weighted,1.024,0.854,1.229,0.796,0.892,TRUE,ns in both,TRUE
MYO5A,FALSE,15,2,Inverse variance weighted,0.983,0.859,1.124,0.799,0.892,2,Inverse variance weighted,0.983,0.859,1.124,0.799,0.892,TRUE,ns in both,TRUE
ABL2,FALSE,1,1,Wald ratio,0.964,0.726,1.28,0.8,0.892,1,Wald ratio,0.964,0.726,1.28,0.8,0.892,TRUE,ns in both,TRUE
ADD1,FALSE,4,1,Wald ratio,1.045,0.746,1.463,0.8,0.892,1,Wald ratio,1.045,0.746,1.463,0.8,0.892,TRUE,ns in both,TRUE
APH1B,FALSE,15,1,Wald ratio,0.958,0.688,1.334,0.8,0.892,1,Wald ratio,0.958,0.688,1.334,0.8,0.892,TRUE,ns in both,TRUE
APOBEC3F,FALSE,22,1,Wald ratio,0.967,0.743,1.257,0.8,0.892,1,Wald ratio,0.967,0.743,1.257,0.8,0.892,TRUE,ns in both,TRUE
DDX24,FALSE,14,1,Wald ratio,1.02,0.873,1.192,0.8,0.892,1,Wald ratio,1.02,0.873,1.192,0.8,0.892,TRUE,ns in both,TRUE
DERA,FALSE,12,1,Wald ratio,0.881,0.332,2.341,0.8,0.892,1,Wald ratio,0.881,0.332,2.341,0.8,0.892,TRUE,ns in both,TRUE
EGLN1,FALSE,1,1,Wald ratio,1.022,0.864,1.209,0.8,0.892,1,Wald ratio,1.022,0.864,1.209,0.8,0.892,TRUE,ns in both,TRUE
EXOC6,FALSE,10,1,Wald ratio,0.923,0.495,1.719,0.8,0.892,1,Wald ratio,0.923,0.495,1.719,0.8,0.892,TRUE,ns in both,TRUE
GPAA1,FALSE,8,1,Wald ratio,1.066,0.65,1.748,0.8,0.892,1,Wald ratio,1.066,0.65,1.748,0.8,0.892,TRUE,ns in both,TRUE
MFSD1,FALSE,3,1,Wald ratio,1.033,0.805,1.324,0.8,0.892,1,Wald ratio,1.033,0.805,1.324,0.8,0.892,TRUE,ns in both,TRUE
RPLP2,FALSE,11,1,Wald ratio,1.068,0.64,1.784,0.8,0.892,1,Wald ratio,1.068,0.64,1.784,0.8,0.892,TRUE,ns in both,TRUE
SPNS1,FALSE,16,1,Wald ratio,0.933,0.543,1.601,0.8,0.892,1,Wald ratio,0.933,0.543,1.601,0.8,0.892,TRUE,ns in both,TRUE
STK25,FALSE,2,1,Wald ratio,0.943,0.598,1.486,0.8,0.892,1,Wald ratio,0.943,0.598,1.486,0.8,0.892,TRUE,ns in both,TRUE
ZNF469,FALSE,16,1,Wald ratio,0.911,0.442,1.877,0.8,0.892,1,Wald ratio,0.911,0.442,1.877,0.8,0.892,TRUE,ns in both,TRUE
SLC12A7,FALSE,5,2,Inverse variance weighted,1.01,0.933,1.094,0.802,0.892,2,Inverse variance weighted,1.01,0.933,1.094,0.802,0.892,TRUE,ns in both,TRUE
UBE2D1,FALSE,10,3,Inverse variance weighted,1.011,0.93,1.099,0.803,0.892,3,Inverse variance weighted,1.011,0.93,1.099,0.803,0.892,TRUE,ns in both,TRUE
TMOD2,FALSE,15,3,Inverse variance weighted,0.958,0.685,1.341,0.804,0.892,3,Inverse variance weighted,0.958,0.685,1.341,0.804,0.892,TRUE,ns in both,TRUE
SPTLC1,FALSE,9,2,Inverse variance weighted,1.048,0.722,1.521,0.806,0.892,2,Inverse variance weighted,1.048,0.722,1.521,0.806,0.892,TRUE,ns in both,TRUE
GALNT3,FALSE,2,1,Wald ratio,0.926,0.495,1.733,0.81,0.892,1,Wald ratio,0.926,0.495,1.733,0.81,0.892,TRUE,ns in both,TRUE
GRAMD1C,FALSE,3,1,Wald ratio,1.018,0.878,1.182,0.81,0.892,1,Wald ratio,1.018,0.878,1.182,0.81,0.892,TRUE,ns in both,TRUE
LZTR1,FALSE,22,1,Wald ratio,1.064,0.641,1.766,0.81,0.892,1,Wald ratio,1.064,0.641,1.766,0.81,0.892,TRUE,ns in both,TRUE
PDIA3,FALSE,15,1,Wald ratio,1.065,0.637,1.779,0.81,0.892,1,Wald ratio,1.065,0.637,1.779,0.81,0.892,TRUE,ns in both,TRUE
RPUSD3,FALSE,3,1,Wald ratio,0.987,0.887,1.098,0.81,0.892,1,Wald ratio,0.987,0.887,1.098,0.81,0.892,TRUE,ns in both,TRUE
SHOC2,FALSE,10,1,Wald ratio,0.953,0.643,1.412,0.81,0.892,1,Wald ratio,0.953,0.643,1.412,0.81,0.892,TRUE,ns in both,TRUE
SLC25A13,FALSE,7,1,Wald ratio,0.979,0.824,1.163,0.81,0.892,1,Wald ratio,0.979,0.824,1.163,0.81,0.892,TRUE,ns in both,TRUE
SPPL2A,FALSE,15,1,Wald ratio,1.031,0.805,1.321,0.81,0.892,1,Wald ratio,1.031,0.805,1.321,0.81,0.892,TRUE,ns in both,TRUE
TATDN3,FALSE,1,1,Wald ratio,1.027,0.829,1.271,0.81,0.892,1,Wald ratio,1.027,0.829,1.271,0.81,0.892,TRUE,ns in both,TRUE
TPRN,FALSE,9,1,Wald ratio,0.927,0.498,1.724,0.81,0.892,1,Wald ratio,0.927,0.498,1.724,0.81,0.892,TRUE,ns in both,TRUE
UBR3,FALSE,2,1,Wald ratio,1.037,0.769,1.398,0.81,0.892,1,Wald ratio,1.037,0.769,1.398,0.81,0.892,TRUE,ns in both,TRUE
ZNF281,FALSE,1,1,Wald ratio,1.029,0.815,1.299,0.81,0.892,1,Wald ratio,1.029,0.815,1.299,0.81,0.892,TRUE,ns in both,TRUE
CCHCR1,TRUE,6,3,Inverse variance weighted,0.936,0.546,1.605,0.811,0.892,,,,,,,,FALSE,ns in both,
SLC16A6,FALSE,17,2,Inverse variance weighted,1.013,0.911,1.126,0.811,0.892,2,Inverse variance weighted,1.013,0.911,1.126,0.811,0.893,TRUE,ns in both,TRUE
APBA2,FALSE,15,2,Inverse variance weighted,0.981,0.833,1.155,0.815,0.894,2,Inverse variance weighted,0.981,0.833,1.155,0.815,0.895,TRUE,ns in both,TRUE
PFKP,FALSE,10,5,Inverse variance weighted,0.989,0.898,1.089,0.819,0.894,5,Inverse variance weighted,0.989,0.898,1.089,0.819,0.895,TRUE,ns in both,TRUE
APOBEC3D,FALSE,22,1,Wald ratio,0.964,0.7,1.326,0.82,0.894,1,Wald ratio,0.964,0.7,1.326,0.82,0.895,TRUE,ns in both,TRUE
CCDC124,FALSE,19,1,Wald ratio,0.943,0.57,1.56,0.82,0.894,1,Wald ratio,0.943,0.57,1.56,0.82,0.895,TRUE,ns in both,TRUE
IKBKB,FALSE,8,1,Wald ratio,1.038,0.753,1.432,0.82,0.894,1,Wald ratio,1.038,0.753,1.432,0.82,0.895,TRUE,ns in both,TRUE
JKAMP,FALSE,14,1,Wald ratio,1.01,0.925,1.104,0.82,0.894,1,Wald ratio,1.01,0.925,1.104,0.82,0.895,TRUE,ns in both,TRUE
PARN,FALSE,16,1,Wald ratio,1.064,0.625,1.812,0.82,0.894,1,Wald ratio,1.064,0.625,1.812,0.82,0.895,TRUE,ns in both,TRUE
POLB,FALSE,8,1,Wald ratio,0.973,0.769,1.231,0.82,0.894,1,Wald ratio,0.973,0.769,1.231,0.82,0.895,TRUE,ns in both,TRUE
PPOX,FALSE,1,1,Wald ratio,1.069,0.602,1.898,0.82,0.894,1,Wald ratio,1.069,0.602,1.898,0.82,0.895,TRUE,ns in both,TRUE
RNF103,FALSE,2,2,Inverse variance weighted,0.962,0.691,1.34,0.82,0.894,2,Inverse variance weighted,0.962,0.691,1.34,0.82,0.895,TRUE,ns in both,TRUE
RNF220,FALSE,1,1,Wald ratio,0.951,0.615,1.469,0.82,0.894,1,Wald ratio,0.951,0.615,1.469,0.82,0.895,TRUE,ns in both,TRUE
ZBTB7A,FALSE,19,1,Wald ratio,0.938,0.541,1.626,0.82,0.894,1,Wald ratio,0.938,0.541,1.626,0.82,0.895,TRUE,ns in both,TRUE
RRP8,FALSE,11,2,Inverse variance weighted,0.97,0.744,1.267,0.825,0.897,2,Inverse variance weighted,0.97,0.744,1.267,0.825,0.897,TRUE,ns in both,TRUE
DDX31,FALSE,9,2,Inverse variance weighted,1.021,0.843,1.238,0.829,0.897,2,Inverse variance weighted,1.021,0.843,1.238,0.829,0.897,TRUE,ns in both,TRUE
CYB5R4,FALSE,6,1,Wald ratio,1.067,0.588,1.936,0.83,0.897,1,Wald ratio,1.067,0.588,1.936,0.83,0.897,TRUE,ns in both,TRUE
DDX27,FALSE,20,1,Wald ratio,1.072,0.567,2.03,0.83,0.897,1,Wald ratio,1.072,0.567,2.03,0.83,0.897,TRUE,ns in both,TRUE
EDEM1,FALSE,3,1,Wald ratio,1.043,0.708,1.539,0.83,0.897,1,Wald ratio,1.043,0.708,1.539,0.83,0.897,TRUE,ns in both,TRUE
GRWD1,FALSE,19,1,Wald ratio,1.016,0.878,1.176,0.83,0.897,1,Wald ratio,1.016,0.878,1.176,0.83,0.897,TRUE,ns in both,TRUE
KLHL2,FALSE,4,1,Wald ratio,1.051,0.667,1.656,0.83,0.897,1,Wald ratio,1.051,0.667,1.656,0.83,0.897,TRUE,ns in both,TRUE
PPM1B,FALSE,2,1,Wald ratio,1.055,0.647,1.721,0.83,0.897,1,Wald ratio,1.055,0.647,1.721,0.83,0.897,TRUE,ns in both,TRUE
RNF139,FALSE,8,1,Wald ratio,0.933,0.496,1.756,0.83,0.897,1,Wald ratio,0.933,0.496,1.756,0.83,0.897,TRUE,ns in both,TRUE
SSBP3,FALSE,1,1,Wald ratio,0.922,0.438,1.941,0.83,0.897,1,Wald ratio,0.922,0.438,1.941,0.83,0.897,TRUE,ns in both,TRUE
TP53INP1,FALSE,8,1,Wald ratio,1.103,0.45,2.708,0.83,0.897,1,Wald ratio,1.103,0.45,2.708,0.83,0.897,TRUE,ns in both,TRUE
ZNF689,FALSE,16,1,Wald ratio,1.03,0.788,1.346,0.83,0.897,1,Wald ratio,1.03,0.788,1.346,0.83,0.897,TRUE,ns in both,TRUE
LTBP3,FALSE,11,4,Inverse variance weighted,0.987,0.871,1.118,0.834,0.9,4,Inverse variance weighted,0.987,0.871,1.118,0.834,0.9,TRUE,ns in both,TRUE
ZFAND5,FALSE,9,3,Inverse variance weighted,1.035,0.751,1.425,0.834,0.9,3,Inverse variance weighted,1.035,0.751,1.425,0.834,0.9,TRUE,ns in both,TRUE
ANO8,FALSE,19,1,Wald ratio,0.977,0.78,1.223,0.84,0.901,1,Wald ratio,0.977,0.78,1.223,0.84,0.901,TRUE,ns in both,TRUE
CERK,FALSE,22,1,Wald ratio,1.07,0.553,2.072,0.84,0.901,1,Wald ratio,1.07,0.553,2.072,0.84,0.901,TRUE,ns in both,TRUE
EEF2,FALSE,19,1,Wald ratio,0.982,0.826,1.169,0.84,0.901,1,Wald ratio,0.982,0.826,1.169,0.84,0.901,TRUE,ns in both,TRUE
GANC,FALSE,15,1,Wald ratio,0.944,0.537,1.659,0.84,0.901,1,Wald ratio,0.944,0.537,1.659,0.84,0.901,TRUE,ns in both,TRUE
HEXA,FALSE,15,1,Wald ratio,1.038,0.724,1.487,0.84,0.901,1,Wald ratio,1.038,0.724,1.487,0.84,0.901,TRUE,ns in both,TRUE
LRBA,FALSE,4,1,Wald ratio,0.951,0.586,1.545,0.84,0.901,1,Wald ratio,0.951,0.586,1.545,0.84,0.901,TRUE,ns in both,TRUE
LY96,FALSE,8,1,Wald ratio,0.988,0.875,1.115,0.84,0.901,1,Wald ratio,0.988,0.875,1.115,0.84,0.901,TRUE,ns in both,TRUE
NAT10,FALSE,11,1,Wald ratio,1.022,0.828,1.261,0.84,0.901,1,Wald ratio,1.022,0.828,1.261,0.84,0.901,TRUE,ns in both,TRUE
RAI1,FALSE,17,2,Inverse variance weighted,0.97,0.719,1.309,0.84,0.901,2,Inverse variance weighted,0.97,0.719,1.309,0.84,0.901,TRUE,ns in both,TRUE
CAPS,FALSE,19,2,Inverse variance weighted,0.99,0.893,1.097,0.849,0.907,2,Inverse variance weighted,0.99,0.893,1.097,0.849,0.907,TRUE,ns in both,TRUE
ARL5B,FALSE,10,1,Wald ratio,1.081,0.481,2.432,0.85,0.907,1,Wald ratio,1.081,0.481,2.432,0.85,0.907,TRUE,ns in both,TRUE
CRY2,FALSE,11,2,Inverse variance weighted,1.009,0.92,1.107,0.85,0.907,2,Inverse variance weighted,1.009,0.92,1.107,0.85,0.907,TRUE,ns in both,TRUE
MAP4K2,FALSE,11,1,Wald ratio,1.067,0.544,2.094,0.85,0.907,1,Wald ratio,1.067,0.544,2.094,0.85,0.907,TRUE,ns in both,TRUE
MMP19,FALSE,12,1,Wald ratio,1.115,0.362,3.434,0.85,0.907,1,Wald ratio,1.115,0.362,3.434,0.85,0.907,TRUE,ns in both,TRUE
ZNF350,FALSE,19,1,Wald ratio,1.057,0.593,1.885,0.85,0.907,1,Wald ratio,1.057,0.593,1.885,0.85,0.907,TRUE,ns in both,TRUE
C2orf42,FALSE,2,3,Inverse variance weighted,0.984,0.834,1.162,0.852,0.907,3,Inverse variance weighted,0.984,0.834,1.162,0.852,0.907,TRUE,ns in both,TRUE
CALML4,FALSE,15,2,Inverse variance weighted,1.01,0.909,1.123,0.852,0.907,2,Inverse variance weighted,1.01,0.909,1.123,0.852,0.907,TRUE,ns in both,TRUE
IVD,FALSE,15,3,Inverse variance weighted,1.015,0.866,1.191,0.852,0.907,3,Inverse variance weighted,1.015,0.866,1.191,0.852,0.907,TRUE,ns in both,TRUE
SFXN3,FALSE,10,2,Inverse variance weighted,0.979,0.78,1.228,0.853,0.908,2,Inverse variance weighted,0.979,0.78,1.228,0.853,0.908,TRUE,ns in both,TRUE
NFATC1,FALSE,18,2,Inverse variance weighted,0.973,0.727,1.303,0.854,0.908,2,Inverse variance weighted,0.973,0.727,1.303,0.854,0.908,TRUE,ns in both,TRUE
PIGX,FALSE,3,2,Inverse variance weighted,0.979,0.775,1.237,0.858,0.909,2,Inverse variance weighted,0.979,0.775,1.237,0.858,0.909,TRUE,ns in both,TRUE
OGFRL1,FALSE,6,3,Inverse variance weighted,0.991,0.895,1.097,0.859,0.909,3,Inverse variance weighted,0.991,0.895,1.097,0.859,0.909,TRUE,ns in both,TRUE
ARID4B,FALSE,1,1,Wald ratio,1.056,0.577,1.933,0.86,0.909,1,Wald ratio,1.056,0.577,1.933,0.86,0.909,TRUE,ns in both,TRUE
ATP6V1D,FALSE,14,1,Wald ratio,0.988,0.863,1.131,0.86,0.909,1,Wald ratio,0.988,0.863,1.131,0.86,0.909,TRUE,ns in both,TRUE
BTN3A2,TRUE,6,2,Inverse variance weighted,0.997,0.96,1.035,0.86,0.909,,,,,,,,FALSE,ns in both,
MCM7,FALSE,7,2,Inverse variance weighted,1.013,0.876,1.172,0.86,0.909,2,Inverse variance weighted,1.013,0.876,1.172,0.86,0.909,TRUE,ns in both,TRUE
NCAPH2,FALSE,22,1,Wald ratio,1.066,0.523,2.174,0.86,0.909,1,Wald ratio,1.066,0.523,2.174,0.86,0.909,TRUE,ns in both,TRUE
TNPO2,FALSE,19,2,Inverse variance weighted,0.971,0.7,1.348,0.86,0.909,2,Inverse variance weighted,0.971,0.7,1.348,0.86,0.909,TRUE,ns in both,TRUE
ZNF33A,FALSE,10,1,Wald ratio,0.94,0.475,1.862,0.86,0.909,1,Wald ratio,0.94,0.475,1.862,0.86,0.909,TRUE,ns in both,TRUE
IFFO2,FALSE,1,2,Inverse variance weighted,1.017,0.844,1.224,0.861,0.909,2,Inverse variance weighted,1.017,0.844,1.224,0.861,0.91,TRUE,ns in both,TRUE
TRIM24,FALSE,7,3,Inverse variance weighted,0.994,0.934,1.059,0.863,0.91,3,Inverse variance weighted,0.994,0.934,1.059,0.863,0.91,TRUE,ns in both,TRUE
ACACB,FALSE,12,2,Inverse variance weighted,0.994,0.931,1.062,0.867,0.914,2,Inverse variance weighted,0.994,0.931,1.062,0.867,0.914,TRUE,ns in both,TRUE
EDF1,FALSE,9,1,Wald ratio,0.913,0.309,2.702,0.87,0.915,1,Wald ratio,0.913,0.309,2.702,0.87,0.916,TRUE,ns in both,TRUE
PAN2,FALSE,12,1,Wald ratio,1.038,0.663,1.624,0.87,0.915,1,Wald ratio,1.038,0.663,1.624,0.87,0.916,TRUE,ns in both,TRUE
SNRPB,FALSE,20,1,Wald ratio,1.02,0.801,1.3,0.87,0.915,1,Wald ratio,1.02,0.801,1.3,0.87,0.916,TRUE,ns in both,TRUE
TMEM109,FALSE,11,2,Inverse variance weighted,1.019,0.805,1.29,0.874,0.919,2,Inverse variance weighted,1.019,0.805,1.29,0.874,0.919,TRUE,ns in both,TRUE
TMTC1,FALSE,12,3,Inverse variance weighted,0.988,0.855,1.142,0.874,0.919,3,Inverse variance weighted,0.988,0.855,1.142,0.874,0.919,TRUE,ns in both,TRUE
CDK5RAP3,FALSE,17,3,Inverse variance weighted,1.006,0.929,1.09,0.878,0.921,3,Inverse variance weighted,1.006,0.929,1.09,0.878,0.921,TRUE,ns in both,TRUE
DRG2,FALSE,17,1,Wald ratio,1.019,0.794,1.31,0.88,0.922,1,Wald ratio,1.019,0.794,1.31,0.88,0.922,TRUE,ns in both,TRUE
POLH,FALSE,6,1,Wald ratio,0.968,0.632,1.482,0.88,0.922,1,Wald ratio,0.968,0.632,1.482,0.88,0.922,TRUE,ns in both,TRUE
TJAP1,FALSE,6,1,Wald ratio,1.045,0.592,1.842,0.88,0.922,1,Wald ratio,1.045,0.592,1.842,0.88,0.922,TRUE,ns in both,TRUE
FYN,FALSE,6,2,Inverse variance weighted,0.979,0.745,1.287,0.881,0.922,2,Inverse variance weighted,0.979,0.745,1.287,0.881,0.922,TRUE,ns in both,TRUE
ZNF354A,FALSE,5,2,Inverse variance weighted,0.968,0.632,1.483,0.881,0.922,2,Inverse variance weighted,0.968,0.632,1.483,0.881,0.922,TRUE,ns in both,TRUE
CSGALNACT1,FALSE,8,2,Inverse variance weighted,0.996,0.945,1.05,0.885,0.925,2,Inverse variance weighted,0.996,0.945,1.05,0.885,0.925,TRUE,ns in both,TRUE
NUP50,FALSE,22,3,Inverse variance weighted,1.013,0.844,1.218,0.886,0.925,3,Inverse variance weighted,1.013,0.844,1.218,0.886,0.925,TRUE,ns in both,TRUE
CTU2,FALSE,16,2,Inverse variance weighted,0.987,0.827,1.178,0.887,0.925,2,Inverse variance weighted,0.987,0.827,1.178,0.887,0.925,TRUE,ns in both,TRUE
B3GNT5,FALSE,3,1,Wald ratio,1.075,0.388,2.977,0.89,0.925,1,Wald ratio,1.075,0.388,2.977,0.89,0.925,TRUE,ns in both,TRUE
BRD9,FALSE,5,1,Wald ratio,1.021,0.759,1.374,0.89,0.925,1,Wald ratio,1.021,0.759,1.374,0.89,0.925,TRUE,ns in both,TRUE
CCDC85C,FALSE,14,1,Wald ratio,1.025,0.719,1.462,0.89,0.925,1,Wald ratio,1.025,0.719,1.462,0.89,0.925,TRUE,ns in both,TRUE
NOP2,FALSE,12,1,Wald ratio,1.051,0.517,2.139,0.89,0.925,1,Wald ratio,1.051,0.517,2.139,0.89,0.925,TRUE,ns in both,TRUE
SNX18,FALSE,5,2,Inverse variance weighted,1.018,0.789,1.313,0.89,0.925,2,Inverse variance weighted,1.018,0.789,1.313,0.89,0.925,TRUE,ns in both,TRUE
SUPV3L1,FALSE,10,1,Wald ratio,0.956,0.504,1.814,0.89,0.925,1,Wald ratio,0.956,0.504,1.814,0.89,0.925,TRUE,ns in both,TRUE
ORMDL3,FALSE,17,3,Inverse variance weighted,1.021,0.747,1.395,0.895,0.93,3,Inverse variance weighted,1.021,0.747,1.395,0.895,0.93,TRUE,ns in both,TRUE
ARHGAP10,FALSE,4,2,Inverse variance weighted,0.982,0.748,1.29,0.897,0.931,2,Inverse variance weighted,0.982,0.748,1.29,0.897,0.931,TRUE,ns in both,TRUE
ARHGEF18,FALSE,19,2,Inverse variance weighted,1.036,0.603,1.778,0.899,0.931,2,Inverse variance weighted,1.036,0.603,1.778,0.899,0.931,TRUE,ns in both,TRUE
COMT,FALSE,22,3,Inverse variance weighted,1.01,0.863,1.183,0.899,0.931,3,Inverse variance weighted,1.01,0.863,1.183,0.899,0.931,TRUE,ns in both,TRUE
SPDYE2,FALSE,7,1,Wald ratio,1.102,0.242,5.019,0.9,0.931,1,Wald ratio,1.102,0.242,5.019,0.9,0.931,TRUE,ns in both,TRUE
SYTL1,FALSE,1,1,Wald ratio,1.018,0.767,1.351,0.9,0.931,1,Wald ratio,1.018,0.767,1.351,0.9,0.931,TRUE,ns in both,TRUE
ZNF362,FALSE,1,2,Inverse variance weighted,1.007,0.899,1.129,0.9,0.931,2,Inverse variance weighted,1.007,0.899,1.129,0.9,0.931,TRUE,ns in both,TRUE
RASSF1,FALSE,3,3,Inverse variance weighted,1.016,0.788,1.309,0.905,0.935,3,Inverse variance weighted,1.016,0.788,1.309,0.905,0.935,TRUE,ns in both,TRUE
MED30,FALSE,8,1,Wald ratio,1.06,0.385,2.918,0.91,0.94,1,Wald ratio,1.06,0.385,2.918,0.91,0.94,TRUE,ns in both,TRUE
SEC31B,FALSE,10,2,Inverse variance weighted,1.005,0.92,1.098,0.913,0.942,2,Inverse variance weighted,1.005,0.92,1.098,0.913,0.942,TRUE,ns in both,TRUE
LPGAT1,FALSE,1,2,Inverse variance weighted,1.01,0.847,1.204,0.914,0.942,2,Inverse variance weighted,1.01,0.847,1.204,0.914,0.942,TRUE,ns in both,TRUE
PPP1R15B,FALSE,1,2,Inverse variance weighted,1.032,0.588,1.809,0.914,0.942,2,Inverse variance weighted,1.032,0.588,1.809,0.914,0.942,TRUE,ns in both,TRUE
AK2,FALSE,1,2,Inverse variance weighted,1.013,0.797,1.287,0.916,0.943,2,Inverse variance weighted,1.013,0.797,1.287,0.916,0.943,TRUE,ns in both,TRUE
